,Fight,OUTCOME
3856,Felice Herrig  vs. Kailin Curran ,W/L
3857,Frankie Saenz  vs. Eddie Wineland ,L/W
3858,Darren Elkins  vs. Godofredo Pepey ,W/L
3859,Kamaru Usman  vs. Alexander Yakovlev ,W/L
3860,Michel Prazeres  vs. JC Cottrell ,W/L
3861,Alex Oliveira  vs. James Moontasri ,W/L
3862,Jim Alers  vs. Jason Knight ,L/W
3863,Luis Henrique  vs. Dmitrii Smoliakov ,W/L
3864,Michael McDonald  vs. John Lineker ,L/W
3865,Tony Ferguson  vs. Lando Vannata ,W/L
3866,Tim Boetsch  vs. Josh Samman ,W/L
3867,Aleksei Oleinik  vs. Daniel Omielanczuk ,L/W
3868,Kyle Noke  vs. Keita Nakamura ,L/W
3869,Louis Smolka  vs. Ben Nguyen ,W/L
3870,Lauren Murphy  vs. Katlyn Chookagian ,L/W
3871,Eric Spicely  vs. Sam Alvey ,L/W
3872,Cortney Casey  vs. Cristina Stanciu ,W/L
3873,Scott Holtzman  vs. Cody Pfister ,W/L
3874,Rani Yahya  vs. Matthew Lopez ,W/L
3875,Devin Clark  vs. Alex Nicholson ,L/W
3876,Miesha Tate  vs. Amanda Nunes ,L/W
3877,Brock Lesnar  vs. Mark Hunt ,NC/NC
3878,Daniel Cormier  vs. Anderson Silva ,W/L
3879,Jose Aldo  vs. Frankie Edgar ,W/L
3880,Cain Velasquez  vs. Travis Browne ,W/L
3881,Cat Zingano  vs. Julianna Pena ,L/W
3882,Johny Hendricks  vs. Kelvin Gastelum ,L/W
3883,TJ Dillashaw  vs. Raphael Assuncao ,W/L
3884,Sage Northcutt  vs. Enrique Marin ,W/L
3885,Diego Sanchez  vs. Joe Lauzon ,L/W
3886,Gegard Mousasi  vs. Thiago Santos ,W/L
3887,Jim Miller  vs. Takanori Gomi ,W/L
3888,Joanna Jedrzejczyk  vs. Claudia Gadelha ,W/L
3889,Andrew Sanchez  vs. Khalil Rountree Jr. ,W/L
3890,Tatiana Suarez  vs. Amanda Cooper ,W/L
3891,Ross Pearson  vs. Will Brooks ,L/W
3892,Dooho Choi  vs. Thiago Tavares ,W/L
3893,Joaquim Silva  vs. Andrew Holbrook ,W/L
3894,Gray Maynard  vs. Fernando Bruno ,W/L
3895,John Moraga  vs. Matheus Nicolau ,L/W
3896,Cory Hendricks  vs. Josh Stansbury ,L/W
3897,Cezar Ferreira  vs. Anthony Smith ,W/L
3898,Jake Matthews  vs. Kevin Lee ,L/W
3899,Li Jingliang  vs. Anton Zafir ,W/L
3900,Rafael Dos Anjos  vs. Eddie Alvarez ,L/W
3901,Roy Nelson  vs. Derrick Lewis ,L/W
3902,Alan Jouban  vs. Belal Muhammad ,W/L
3903,Joe Duffy  vs. Mitch Clarke ,W/L
3904,Mike Pyle  vs. Alberto Mina ,L/W
3905,John Makdessi  vs. Mehdi Baghdad ,W/L
3906,Anthony Birchak  vs. Dileno Lopes ,W/L
3907,Russell Doane  vs. Pedro Munhoz ,L/W
3908,Felipe Arantes  vs. Jerrod Sanders ,W/L
3909,Gilbert Burns  vs. Lukasz Sajewski ,W/L
3910,Marco Beltran  vs. Reginaldo Vieira ,W/L
3911,Vicente Luque  vs. Alvaro Herrera Mendoza ,W/L
3912,Rory MacDonald  vs. Stephen Thompson ,L/W
3913,Donald Cerrone  vs. Patrick Cote ,W/L
3914,Steve Bosse  vs. Sean O'Connell ,W/L
3915,Olivier Aubin-Mercier  vs. Thibault Gouti ,W/L
3916,Valerie Letourneau  vs. Joanne Wood ,L/W
3917,Jason Saggo  vs. Leandro Silva ,W/L
3918,Misha Cirkunov  vs. Ion Cutelaba ,W/L
3919,Tamdan McCrory  vs. Krzysztof Jotko ,L/W
3920,Chris Beal  vs. Joe Soto ,L/W
3921,Elias Theodorou  vs. Sam Alvey ,W/L
3922,Randa Markos  vs. Jocelyn Jones-Lybarger ,W/L
3923,Colby Covington  vs. Jonathan Meunier ,W/L
3924,Ali Bagautinov  vs. Geane Herrera ,W/L
3925,Luke Rockhold  vs. Michael Bisping ,L/W
3926,Dominick Cruz  vs. Urijah Faber ,W/L
3927,Max Holloway  vs. Ricardo Lamas ,W/L
3928,Dan Henderson  vs. Hector Lombard ,W/L
3929,Dustin Poirier  vs. Bobby Green ,W/L
3930,Brian Ortega  vs. Clay Guida ,W/L
3931,Beneil Dariush  vs. James Vick ,W/L
3932,Jessica Penne  vs. Jessica Andrade ,L/W
3933,Cole Miller  vs. Alex Caceres ,L/W
3934,Sean Strickland  vs. Tom Breese ,W/L
3935,Jonathan Wilson  vs. Henrique da Silva ,L/W
3936,Kevin Casey  vs. Elvis Mutapcic ,D/D
3937,Marco Polo Reyes  vs. Dong Hyun Ma ,W/L
3938,Thomas Almeida  vs. Cody Garbrandt ,L/W
3939,Renan Barao  vs. Jeremy Stephens ,L/W
3940,Tarec Saffiedine  vs. Rick Story ,L/W
3941,Chris Camozzi  vs. Vitor Miranda ,W/L
3942,Jorge Masvidal  vs. Lorenz Larkin ,L/W
3943,Joshua Burkman  vs. Paul Felder ,L/W
3944,Sara McMann  vs. Jessica Eye ,W/L
3945,Abel Trujillo  vs. Jordan Rinaldi ,W/L
3946,Jake Collier  vs. Alberto Uda ,W/L
3947,Erik Koch  vs. Shane Campbell ,W/L
3948,Aljamain Sterling  vs. Bryan Caraway ,L/W
3949,Chris de la Rocha  vs. Adam Milstead ,L/W
3950,Fabricio Werdum  vs. Stipe Miocic ,L/W
3951,Jacare Souza  vs. Vitor Belfort ,W/L
3952,Cristiane Justino  vs. Leslie Smith ,W/L
3953,Mauricio Rua  vs. Corey Anderson ,W/L
3954,Warlley Alves  vs. Bryan Barberena ,L/W
3955,Demian Maia  vs. Matt Brown ,W/L
3956,Thiago Santos  vs. Nate Marquardt ,W/L
3957,Francisco Trinaldo  vs. Yancy Medeiros ,W/L
3958,John Lineker  vs. Rob Font ,W/L
3959,Rogerio Nogueira  vs. Patrick Cummins ,W/L
3960,Sergio Moraes  vs. Luan Chagas ,D/D
3961,Renato Moicano  vs. Zubaira Tukhugov ,W/L
3962,Alistair Overeem  vs. Andrei Arlovski ,W/L
3963,Antonio Silva  vs. Stefan Struve ,L/W
3964,Albert Tumenov  vs. Gunnar Nelson ,L/W
3965,Germaine de Randamie  vs. Anna Elmose ,W/L
3966,Nikita Krylov  vs. Francimar Barroso ,W/L
3967,Karolina Kowalkiewicz  vs. Heather Clark ,W/L
3968,Rustam Khabilov  vs. Chris Wade ,W/L
3969,Magnus Cedenblad  vs. Garreth McLellan ,W/L
3970,Jon Tuck  vs. Josh Emmett ,L/W
3971,Yan Cabral  vs. Reza Madadi ,L/W
3972,Kyoji Horiguchi  vs. Neil Seery ,W/L
3973,Leon Edwards  vs. Dominic Waters ,W/L
3974,Yuta Sasaki  vs. Willie Gates ,W/L
3975,Jon Jones  vs. Ovince Saint Preux ,W/L
3976,Demetrious Johnson  vs. Henry Cejudo ,W/L
3977,Anthony Pettis  vs. Edson Barboza ,L/W
3978,Robert Whittaker  vs. Rafael Natal ,W/L
3979,Yair Rodriguez  vs. Andre Fili ,W/L
3980,Sergio Pettis  vs. Chris Kelades ,W/L
3981,Danny Roberts  vs. Dominique Steele ,W/L
3982,Carla Esparza  vs. Juliana Lima ,W/L
3983,Glaico Franca Moreira  vs. James Vick ,L/W
3984,Walt Harris  vs. Cody East ,W/L
3985,Marcos Rogerio de Lima  vs. Clint Hester ,W/L
3986,Efrain Escudero  vs. Kevin Lee ,L/W
3987,Glover Teixeira  vs. Rashad Evans ,W/L
3988,Rose Namajunas  vs. Tecia Torres ,W/L
3989,Khabib Nurmagomedov  vs. Darrell Horcher ,W/L
3990,Cub Swanson  vs. Hacran Dias ,W/L
3991,Beneil Dariush  vs. Michael Chiesa ,L/W
3992,Bethe Correia  vs. Raquel Pennington ,L/W
3993,Court McGee  vs. Santiago Ponzinibbio ,L/W
3994,Randy Brown  vs. Michael Graves ,L/W
3995,John Dodson  vs. Manvel Gamburyan ,W/L
3996,Oluwale Bamgbose  vs. Cezar Ferreira ,L/W
3997,Elizeu Zaleski dos Santos  vs. Omari Akhmedov ,W/L
3998,Ben Rothwell  vs. Junior Dos Santos ,L/W
3999,Derrick Lewis  vs. Gabriel Gonzaga ,W/L
4000,Francis Ngannou  vs. Curtis Blaydes ,W/L
4001,Timothy Johnson  vs. Marcin Tybura ,W/L
4002,Igor Pokrajac  vs. Jan Blachowicz ,L/W
4003,Maryna Moroz  vs. Cristina Stanciu ,W/L
4004,Nicolas Dalby  vs. Zak Cummings ,L/W
4005,Ian Entwistle  vs. Alejandro Perez ,L/W
4006,Mairbek Taisumov  vs. Damir Hadzovic ,W/L
4007,Filip Pejic  vs. Damian Stasiak ,L/W
4008,Robert Whiteford  vs. Lucas Martins ,L/W
4009,Jared Cannonier  vs. Cyril Asker ,W/L
4010,Alessio Di Chirico  vs. Bojan Velickovic ,L/W
4011,Mark Hunt  vs. Frank Mir ,W/L
4012,Hector Lombard  vs. Neil Magny ,L/W
4013,Jake Matthews  vs. Johnny Case ,W/L
4014,Daniel Kelly  vs. Antonio Carlos Junior ,W/L
4015,James Te Huna  vs. Steve Bosse ,L/W
4016,Bec Rawlings  vs. Seo Hee Ham ,W/L
4017,Brendan O'Reilly  vs. Alan Jouban ,L/W
4018,Dan Hooker  vs. Mark Eddiva ,W/L
4019,Leslie Smith  vs. Rin Nakai ,W/L
4020,Richard Walsh  vs. Viscardi Andrade ,L/W
4021,Ross Pearson  vs. Chad Laprise ,W/L
4022,Alan Patrick  vs. Damien Brown ,W/L
4023,Conor McGregor  vs. Nate Diaz ,L/W
4024,Holly Holm  vs. Miesha Tate ,L/W
4025,Gian Villante  vs. Ilir Latifi ,L/W
4026,Corey Anderson  vs. Tom Lawlor ,W/L
4027,Amanda Nunes  vs. Valentina Shevchenko ,W/L
4028,Brandon Thatch  vs. Siyar Bahadurzada ,L/W
4029,Erick Silva  vs. Nordine Taleb ,L/W
4030,Vitor Miranda  vs. Marcelo Guimaraes ,W/L
4031,Darren Elkins  vs. Chas Skelly ,W/L
4032,Diego Sanchez  vs. Jim Miller ,W/L
4033,Jason Saggo  vs. Justin Salas ,W/L
4034,Julian Erosa  vs. Teruto Ishihara ,L/W
4035,Anderson Silva  vs. Michael Bisping ,L/W
4036,Gegard Mousasi  vs. Thales Leites ,W/L
4037,Tom Breese  vs. Keita Nakamura ,W/L
4038,Francisco Rivera  vs. Brad Pickett ,L/W
4039,Mike Wilkinson  vs. Makwan Amirkhani ,L/W
4040,Davey Grant  vs. Marlon Vera ,W/L
4041,Scott Askham  vs. Chris Dempsey ,W/L
4042,Arnold Allen  vs. Yaotzin Meza ,W/L
4043,Brad Scott  vs. Krzysztof Jotko ,L/W
4044,Norman Parke  vs. Rustam Khabilov ,L/W
4045,Daniel Omielanczuk  vs. Jarjis Danho ,W/L
4046,Teemu Packalen  vs. Thibault Gouti ,W/L
4047,David Teymur  vs. Martin Svensson ,W/L
4048,Donald Cerrone  vs. Alex Oliveira ,W/L
4049,Derek Brunson  vs. Roan Carneiro ,W/L
4050,Cody Garbrandt  vs. Augusto Mendes ,W/L
4051,Dennis Bermudez  vs. Tatsuya Kawajiri ,W/L
4052,Chris Camozzi  vs. Joe Riggs ,W/L
4053,James Krause  vs. Shane Campbell ,W/L
4054,Alex Garcia  vs. Sean Strickland ,L/W
4055,Daniel Sarafian  vs. Oluwale Bamgbose ,L/W
4056,Anthony Smith  vs. Leonardo Guimaraes ,W/L
4057,Jonavin Webb  vs. Nathan Coy ,L/W
4058,Marion Reneau  vs. Ashlee Evans-Smith ,L/W
4059,Lauren Murphy  vs. Kelly Faszholz ,W/L
4060,Anthony Hamilton  vs. Shamil Abdurakhimov ,L/W
4061,Johny Hendricks  vs. Stephen Thompson ,L/W
4062,Roy Nelson  vs. Jared Rosholt ,W/L
4063,Ovince Saint Preux  vs. Rafael Cavalcante ,W/L
4064,Joseph Benavidez  vs. Zach Makovsky ,W/L
4065,Misha Cirkunov  vs. Alex Nicholson ,W/L
4066,Mike Pyle  vs. Sean Spencer ,W/L
4067,Joshua Burkman  vs. KJ Noons ,W/L
4068,Derrick Lewis  vs. Damian Grabowski ,W/L
4069,Ray Borg  vs. Justin Scoggins ,L/W
4070,Noad Lahat  vs. Diego Rivas ,L/W
4071,Mickey Gall  vs. Mike Jackson ,W/L
4072,Artem Lobov  vs. Alex White ,L/W
4073,Anthony Johnson  vs. Ryan Bader ,W/L
4074,Josh Barnett  vs. Ben Rothwell ,L/W
4075,Iuri Alcantara  vs. Jimmie Rivera ,L/W
4076,Sage Northcutt  vs. Bryan Barberena ,L/W
4077,Tarec Saffiedine  vs. Jake Ellenberger ,W/L
4078,Olivier Aubin-Mercier  vs. Diego Ferreira ,L/W
4079,Rafael Natal  vs. Kevin Casey ,W/L
4080,Dustin Ortiz  vs. Wilson Reis ,L/W
4081,George Sullivan  vs. Alexander Yakovlev ,L/W
4082,Alex Caceres  vs. Masio Fullen ,W/L
4083,Matt Dwyer  vs. Randy Brown ,L/W
4084,Damon Jackson  vs. Levan Makashvili ,D/D
4085,Anthony Rocco Martin  vs. Felipe Olivieri ,W/L
4086,TJ Dillashaw  vs. Dominick Cruz ,L/W
4087,Anthony Pettis  vs. Eddie Alvarez ,L/W
4088,Travis Browne  vs. Matt Mitrione ,W/L
4089,Ross Pearson  vs. Francisco Trinaldo ,L/W
4090,Patrick Cote  vs. Ben Saunders ,W/L
4091,Tim Boetsch  vs. Ed Herman ,L/W
4092,Chris Wade  vs. Mehdi Baghdad ,W/L
4093,Maximo Blanco  vs. Luke Sanders ,L/W
4094,Paul Felder  vs. Daron Cruickshank ,W/L
4095,Ilir Latifi  vs. Sean O'Connell ,W/L
4096,Charles Rosa  vs. Kyle Bochniak ,W/L
4097,Rob Font  vs. Joey Gomez ,W/L
4098,Francimar Barroso  vs. Elvis Mutapcic ,W/L
4099,Robbie Lawler  vs. Carlos Condit ,W/L
4100,Stipe Miocic  vs. Andrei Arlovski ,W/L
4101,Lorenz Larkin  vs. Albert Tumenov ,L/W
4102,Diego Brandao  vs. Brian Ortega ,L/W
4103,Abel Trujillo  vs. Tony Sims ,W/L
4104,Michael McDonald  vs. Masanori Kanehara ,W/L
4105,Kyle Noke  vs. Alex Morono ,L/W
4106,Justine Kish  vs. Nina Nunes ,W/L
4107,Scott Holtzman  vs. Drew Dober ,L/W
4108,Dustin Poirier  vs. Joe Duffy ,W/L
4109,Joe Soto  vs. Michinori Tanaka ,L/W
4110,Sheldon Westcott  vs. Edgar Garcia ,W/L
4111,Rafael Dos Anjos  vs. Donald Cerrone ,W/L
4112,Junior Dos Santos  vs. Alistair Overeem ,L/W
4113,Michael Johnson  vs. Nate Diaz ,L/W
4114,Randa Markos  vs. Karolina Kowalkiewicz ,L/W
4115,Charles Oliveira  vs. Myles Jury ,W/L
4116,CB Dollaway  vs. Nate Marquardt ,L/W
4117,Sarah Kaufman  vs. Valentina Shevchenko ,L/W
4118,Josh Samman  vs. Tamdan McCrory ,L/W
4119,Nik Lentz  vs. Danny Castillo ,W/L
4120,Cole Miller  vs. Jim Alers ,NC/NC
4121,Kamaru Usman  vs. Leon Edwards ,W/L
4122,Hayder Hassan  vs. Vicente Luque ,L/W
4123,Francis Ngannou  vs. Luis Henrique ,W/L
4124,Jose Aldo  vs. Conor McGregor ,L/W
4125,Chris Weidman  vs. Luke Rockhold ,L/W
4126,Jacare Souza  vs. Yoel Romero ,L/W
4127,Demian Maia  vs. Gunnar Nelson ,W/L
4128,Max Holloway  vs. Jeremy Stephens ,W/L
4129,Urijah Faber  vs. Frankie Saenz ,W/L
4130,Tecia Torres  vs. Jocelyn Jones-Lybarger ,W/L
4131,Warlley Alves  vs. Colby Covington ,W/L
4132,Leonardo Santos  vs. Kevin Lee ,W/L
4133,Joe Proctor  vs. Magomed Mustafaev ,L/W
4134,John Makdessi  vs. Yancy Medeiros ,L/W
4135,Court McGee  vs. Marcio Alexandre Junior ,W/L
4136,Frankie Edgar  vs. Chad Mendes ,W/L
4137,Artem Lobov  vs. Ryan Hall ,L/W
4138,Edson Barboza  vs. Tony Ferguson ,L/W
4139,Joe Lauzon  vs. Evan Dunham ,L/W
4140,Tatsuya Kawajiri  vs. Jason Knight ,W/L
4141,Julian Erosa  vs. Marcin Wrzosek ,W/L
4142,Gabriel Gonzaga  vs. Konstantin Erokhin ,W/L
4143,Ryan LaFlare  vs. Mike Pierce ,W/L
4144,Joby Sanchez  vs. Geane Herrera ,L/W
4145,Chris Gruetzemacher  vs. Abner Lloveras ,W/L
4146,Rose Namajunas  vs. Paige VanZant ,W/L
4147,Jim Miller  vs. Michael Chiesa ,L/W
4148,Sage Northcutt  vs. Cody Pfister ,W/L
4149,Elias Theodorou  vs. Thiago Santos ,L/W
4150,Tim Means  vs. John Howard ,W/L
4151,Omari Akhmedov  vs. Sergio Moraes ,L/W
4152,Antonio Carlos Junior  vs. Kevin Casey ,NC/NC
4153,Aljamain Sterling  vs. Johnny Eduardo ,W/L
4154,Santiago Ponzinibbio  vs. Andreas Stahl ,W/L
4155,Danny Roberts  vs. Nathan Coy ,W/L
4156,Zubaira Tukhugov  vs. Phillipe Nover ,W/L
4157,Kailin Curran  vs. Emily Kagan ,W/L
4158,Benson Henderson  vs. Jorge Masvidal ,W/L
4159,Dong Hyun Kim  vs. Dominic Waters ,W/L
4160,Yoshihiro Akiyama  vs. Alberto Mina ,L/W
4161,Dooho Choi  vs. Sam Sicilia ,W/L
4162,Dongi Yang  vs. Jake Collier ,W/L
4163,Yui Chul Nam  vs. Mike de la Torre ,L/W
4164,Tae Hyun Bang  vs. Leo Kuntz ,W/L
4165,Seo Hee Ham  vs. Cortney Casey ,W/L
4166,Yao Zhikui  vs. Fredy Serrano ,L/W
4167,Guangyou Ning  vs. Marco Beltran ,L/W
4168,Dominique Steele  vs. Dong Hyun Ma ,W/L
4169,Neil Magny  vs. Kelvin Gastelum ,W/L
4170,Ricardo Lamas  vs. Diego Sanchez ,W/L
4171,Jussier Formiga  vs. Henry Cejudo ,L/W
4172,Erick Montano  vs. Enrique Marin ,W/L
4173,Horacio Gutierrez  vs. Enrique Barzola ,L/W
4174,Efrain Escudero  vs. Leandro Silva ,L/W
4175,Erik Perez  vs. Taylor Lapilus ,W/L
4176,Hector Urbina  vs. Bartosz Fabinski ,L/W
4177,Alejandro Perez  vs. Scott Jorgensen ,W/L
4178,Gabriel Benitez  vs. Andre Fili ,L/W
4179,Vernon Ramos Ho  vs. Alvaro Herrera Mendoza ,L/W
4180,Cesar Arzamendia  vs. Marco Polo Reyes ,L/W
4181,Valmir Lazaro  vs. Michel Prazeres ,L/W
4182,Ronda Rousey  vs. Holly Holm ,L/W
4183,Joanna Jedrzejczyk  vs. Valerie Letourneau ,W/L
4184,Mark Hunt  vs. Antonio Silva ,W/L
4185,Uriah Hall  vs. Robert Whittaker ,L/W
4186,Stefan Struve  vs. Jared Rosholt ,L/W
4187,Jake Matthews  vs. Akbarh Arreola ,W/L
4188,Kyle Noke  vs. Peter Sobotta ,W/L
4189,Anthony Perosh  vs. Gian Villante ,L/W
4190,Richie Vaculik  vs. Danny Martinez ,L/W
4191,Daniel Kelly  vs. Steve Montgomery ,W/L
4192,Richard Walsh  vs. Steve Kennedy ,W/L
4193,James Moontasri  vs. Anton Zafir ,W/L
4194,Ben Nguyen  vs. Ryan Benoit ,W/L
4195,Vitor Belfort  vs. Dan Henderson ,W/L
4196,Glover Teixeira  vs. Patrick Cummins ,W/L
4197,Thomas Almeida  vs. Anthony Birchak ,W/L
4198,Alex Oliveira  vs. Piotr Hallmann ,W/L
4199,Gilbert Burns  vs. Rashid Magomedov ,L/W
4200,Fabio Maldonado  vs. Corey Anderson ,L/W
4201,Gleison Tibau  vs. Abel Trujillo ,L/W
4202,Yan Cabral  vs. Johnny Case ,L/W
4203,Clay Guida  vs. Thiago Tavares ,L/W
4204,Edimilson Souza  vs. Chas Skelly ,L/W
4205,Viscardi Andrade  vs. Gasan Umalatov ,W/L
4206,Pedro Munhoz  vs. Jimmie Rivera ,L/W
4207,Bruno Korea  vs. Matheus Nicolau ,L/W
4208,Paddy Holohan  vs. Louis Smolka ,L/W
4209,Norman Parke  vs. Reza Madadi ,W/L
4210,Nicolas Dalby  vs. Darren Till ,D/D
4211,Neil Seery  vs. Jon Delos Reyes ,W/L
4212,Stevie Ray  vs. Mickael Lebout ,W/L
4213,Aisling Daly  vs. Ericka Almeida ,W/L
4214,Scott Askham  vs. Krzysztof Jotko ,L/W
4215,Cathal Pendred  vs. Tom Breese ,L/W
4216,Darren Elkins  vs. Robert Whiteford ,W/L
4217,Bubba Bush  vs. Garreth McLellan ,L/W
4218,Daniel Cormier  vs. Alexander Gustafsson ,W/L
4219,Ryan Bader  vs. Rashad Evans ,W/L
4220,Shawn Jordan  vs. Ruslan Magomedov ,L/W
4221,Joseph Benavidez  vs. Ali Bagautinov ,W/L
4222,Jessica Eye  vs. Julianna Pena ,L/W
4223,Yair Rodriguez  vs. Dan Hooker ,W/L
4224,Alan Jouban  vs. Albert Tumenov ,L/W
4225,Adriano Martins  vs. Islam Makhachev ,W/L
4226,Rose Namajunas  vs. Angela Hill ,W/L
4227,Francisco Trevino  vs. Sage Northcutt ,L/W
4228,Chris Cariaso  vs. Sergio Pettis ,L/W
4229,Derrick Lewis  vs. Viktor Pesta ,W/L
4230,Josh Barnett  vs. Roy Nelson ,W/L
4231,Gegard Mousasi  vs. Uriah Hall ,L/W
4232,Kyoji Horiguchi  vs. Chico Camus ,W/L
4233,Takeya Mizugaki  vs. George Roop ,W/L
4234,Katsunori Kikuno  vs. Diego Brandao ,L/W
4235,Mizuto Hirota  vs. Teruto Ishihara ,D/D
4236,Keita Nakamura  vs. Li Jingliang ,W/L
4237,Nick Hein  vs. Yusuke Kasuya ,W/L
4238,Naoyuki Kotani  vs. Kajan Johnson ,L/W
4239,Shinsho Anzai  vs. Roger Zapata ,W/L
4240,Demetrious Johnson  vs. John Dodson ,W/L
4241,Andrei Arlovski  vs. Frank Mir ,W/L
4242,Anthony Johnson  vs. Jimi Manuwa ,W/L
4243,Jan Blachowicz  vs. Corey Anderson ,L/W
4244,Paige VanZant  vs. Alex Chambers ,W/L
4245,Ross Pearson  vs. Paul Felder ,W/L
4246,Francisco Rivera  vs. John Lineker ,L/W
4247,Jessica Andrade  vs. Raquel Pennington ,L/W
4248,Clay Collard  vs. Tiago dos Santos e Silva ,L/W
4249,Joe Riggs  vs. Ron Stallings ,W/L
4250,Joaquim Silva  vs. Nazareno Malegarie ,W/L
4251,Max Holloway  vs. Charles Oliveira ,W/L
4252,Neil Magny  vs. Erick Silva ,W/L
4253,Patrick Cote  vs. Joshua Burkman ,W/L
4254,Chad Laprise  vs. Francisco Trinaldo ,L/W
4255,Olivier Aubin-Mercier  vs. Tony Sims ,W/L
4256,Maryna Moroz  vs. Valerie Letourneau ,L/W
4257,Sam Stout  vs. Frankie Perez ,L/W
4258,Yves Jabouin  vs. Felipe Arantes ,L/W
4259,Marcos Rogerio de Lima  vs. Nikita Krylov ,L/W
4260,Chris Kelades  vs. Chris Beal ,W/L
4261,Shane Campbell  vs. Elias Silverio ,W/L
4262,Misha Cirkunov  vs. Daniel Jolly ,W/L
4263,Glover Teixeira  vs. Ovince Saint Preux ,W/L
4264,Michael Johnson  vs. Beneil Dariush ,L/W
4265,Derek Brunson  vs. Sam Alvey ,W/L
4266,Jared Rosholt  vs. Timothy Johnson ,W/L
4267,Sara McMann  vs. Amanda Nunes ,L/W
4268,Ray Borg  vs. Geane Herrera ,W/L
4269,Uriah Hall  vs. Oluwale Bamgbose ,W/L
4270,Chris Camozzi  vs. Tom Watson ,W/L
4271,Dustin Ortiz  vs. Willie Gates ,W/L
4272,Frankie Saenz  vs. Sirwan Kakai ,W/L
4273,Chris Dempsey  vs. Jonathan Wilson ,L/W
4274,Marlon Vera  vs. Roman Salazar ,W/L
4275,Anthony Christodoulou  vs. Scott Holtzman ,L/W
4276,Ronda Rousey  vs. Bethe Correia ,W/L
4277,Mauricio Rua  vs. Rogerio Nogueira ,W/L
4278,Glaico Franca Moreira  vs. Fernando Bruno ,W/L
4279,Reginaldo Vieira  vs. Dileno Lopes ,W/L
4280,Stefan Struve  vs. Antonio Rodrigo Nogueira ,W/L
4281,Antonio Silva  vs. Soa Palelei ,W/L
4282,Claudia Gadelha  vs. Jessica Aguilar ,W/L
4283,Demian Maia  vs. Neil Magny ,W/L
4284,Rafael Cavalcante  vs. Patrick Cummins ,L/W
4285,Warlley Alves  vs. Nordine Taleb ,W/L
4286,Iuri Alcantara  vs. Leandro Issa ,W/L
4287,Vitor Miranda  vs. Clint Hester ,W/L
4288,Hugo Viana  vs. Guido Cannetti ,L/W
4289,TJ Dillashaw  vs. Renan Barao ,W/L
4290,Miesha Tate  vs. Jessica Eye ,W/L
4291,Edson Barboza  vs. Paul Felder ,W/L
4292,Joe Lauzon  vs. Takanori Gomi ,W/L
4293,Gian Villante  vs. Tom Lawlor ,L/W
4294,Jim Miller  vs. Danny Castillo ,W/L
4295,Kenny Robertson  vs. Ben Saunders ,L/W
4296,Eddie Wineland  vs. Bryan Caraway ,L/W
4297,Daron Cruickshank  vs. James Krause ,L/W
4298,Ramsey Nijem  vs. Andrew Holbrook ,L/W
4299,Jessamyn Duke  vs. Elizabeth Phillips ,L/W
4300,Zak Cummings  vs. Dominique Steele ,W/L
4301,Michael Bisping  vs. Thales Leites ,W/L
4302,Ross Pearson  vs. Evan Dunham ,L/W
4303,Joe Duffy  vs. Ivan Jorge ,W/L
4304,Joanne Wood  vs. Cortney Casey ,W/L
4305,Leon Edwards  vs. Pawel Pawlak ,W/L
4306,Stevie Ray  vs. Leonardo Mafra ,W/L
4307,Paddy Holohan  vs. Vaughan Lee ,W/L
4308,Ilir Latifi  vs. Hans Stringer ,W/L
4309,Mickael Lebout  vs. Teemu Packalen ,W/L
4310,Robert Whiteford  vs. Paul Redmond ,W/L
4311,Marcus Brimage  vs. Jimmie Rivera ,L/W
4312,Daniel Omielanczuk  vs. Chris de la Rocha ,W/L
4313,Frank Mir  vs. Todd Duffee ,W/L
4314,Josh Thomson  vs. Tony Ferguson ,L/W
4315,Holly Holm  vs. Marion Reneau ,W/L
4316,Scott Jorgensen  vs. Manvel Gamburyan ,L/W
4317,Kevin Lee  vs. James Moontasri ,W/L
4318,Alan Jouban  vs. Matt Dwyer ,W/L
4319,Sam Sicilia  vs. Yaotzin Meza ,W/L
4320,Jessica Andrade  vs. Sarah Moras ,W/L
4321,Rani Yahya  vs. Masanori Kanehara ,W/L
4322,Igor Araujo  vs. Sean Strickland ,L/W
4323,Kevin Casey  vs. Ildemar Alcantara ,W/L
4324,Andrew Craig  vs. Lyman Good ,L/W
4325,Jake Ellenberger  vs. Stephen Thompson ,L/W
4326,Kamaru Usman  vs. Hayder Hassan ,W/L
4327,Michael Graves  vs. Vicente Luque ,W/L
4328,Jorge Masvidal  vs. Cezar Ferreira ,W/L
4329,Angela Magana  vs. Michelle Waterson ,L/W
4330,Maximo Blanco  vs. Mike de la Torre ,W/L
4331,Josh Samman  vs. Caio Magalhaes ,W/L
4332,Russell Doane  vs. Jerrod Sanders ,L/W
4333,Dan Miller  vs. Trevor Smith ,L/W
4334,George Sullivan  vs. Dominic Waters ,W/L
4335,Darrell Montague  vs. Willie Gates ,L/W
4336,Chad Mendes  vs. Conor McGregor ,L/W
4337,Robbie Lawler  vs. Rory MacDonald ,W/L
4338,Dennis Bermudez  vs. Jeremy Stephens ,L/W
4339,Gunnar Nelson  vs. Brandon Thatch ,W/L
4340,Brad Pickett  vs. Thomas Almeida ,L/W
4341,Matt Brown  vs. Tim Means ,W/L
4342,Mike Swick  vs. Alex Garcia ,L/W
