Fight,OUTCOME
Tonya Evinger  vs. Lina Lansberg ,L/W
Stevie Ray  vs. Leonardo Santos ,L/W
Nick Hein  vs. Frank Camacho ,L/W
Bea Malecki  vs. Duda Santana ,W/L
Darko Stosic  vs. Devin Clark ,L/W
Joel Alvarez  vs. Danilo Belluardo ,W/L
Rafael Dos Anjos  vs. Kevin Lee ,W/L
Antonio Carlos Junior  vs. Ian Heinisch ,L/W
Megan Anderson  vs. Felicia Spencer ,L/W
Vicente Luque  vs. Derrick Krantz ,W/L
Charles Oliveira  vs. Nik Lentz ,W/L
Davi Ramos  vs. Austin Hubbard ,W/L
Aspen Ladd  vs. Sijara Eubanks ,W/L
Desmond Green  vs. Charles Jourdain ,W/L
Danny Roberts  vs. Michel Pereira ,L/W
Michael Trizano  vs. Grant Dawson ,L/W
Patrick Cummins  vs. Ed Herman ,L/W
Zak Cummings  vs. Trevin Giles ,W/L
Julio Arce  vs. Julian Erosa ,W/L
Rose Namajunas  vs. Jessica Andrade ,L/W
Jared Cannonier  vs. Anderson Silva ,W/L
Jose Aldo  vs. Alexander Volkanovski ,L/W
Thiago Alves  vs. Laureano Staropoli ,L/W
Irene Aldana  vs. Bethe Correia ,W/L
Rogerio Nogueira  vs. Ryan Spann ,L/W
Thiago Moises  vs. Kurt Holobaugh ,W/L
Warlley Alves  vs. Sergio Moraes ,W/L
BJ Penn  vs. Clay Guida ,L/W
Luana Carolina  vs. Priscila Cachoeira ,W/L
Raoni Barcelos  vs. Carlos Huachin ,W/L
Talita Bernardo  vs. Viviane Araujo ,L/W
Al Iaquinta  vs. Donald Cerrone ,L/W
Derek Brunson  vs. Elias Theodorou ,W/L
Cub Swanson  vs. Shane Burgos ,L/W
Brad Katona  vs. Merab Dvalishvili ,L/W
Walt Harris  vs. Serghei Spivac ,W/L
Marc-Andre Barriault  vs. Andrew Sanchez ,L/W
Macy Chiasson  vs. Sarah Moras ,W/L
Aiemann Zahabi  vs. Vince Morales ,L/W
Nordine Taleb  vs. Kyle Prepolec ,W/L
Kyle Nelson  vs. Matt Sayles ,L/W
Arjan Bhullar  vs. Juan Adams ,W/L
Mitch Gagnon  vs. Cole Smith ,L/W
Jacare Souza  vs. Jack Hermansson ,L/W
Greg Hardy  vs. Dmitrii Smoliakov ,W/L
Alex Oliveira  vs. Mike Perry ,L/W
Glover Teixeira  vs. Ion Cutelaba ,W/L
John Lineker  vs. Cory Sandhagen ,L/W
Roosevelt Roberts  vs. Thomas Gifford ,W/L
Ben Saunders  vs. Takashi Sato ,L/W
Andrei Arlovski  vs. Augusto Sakai ,L/W
Carla Esparza  vs. Virna Jandiroba ,W/L
Gilbert Burns  vs. Mike Davis ,W/L
Jim Miller  vs. Jason Gonzalez ,W/L
Angela Hill  vs. Jodie Esquibel ,W/L
Court McGee  vs. Dhiego Lima ,L/W
Alistair Overeem  vs. Aleksei Oleinik ,W/L
Islam Makhachev  vs. Arman Tsarukyan ,W/L
Sergei Pavlovich  vs. Marcelo Golm ,W/L
Roxanne Modafferi  vs. Antonina Shevchenko ,W/L
Krzysztof Jotko  vs. Alen Amedovski ,W/L
Movsar Evloev  vs. SeungWoo Choi ,W/L
Sultan Aliev  vs. Keita Nakamura ,W/L
Alexander Yakovlev  vs. Alex Da Silva ,W/L
Marcin Tybura  vs. Shamil Abdurakhimov ,L/W
Gadzhimurad Antigulov  vs. Michal Oleksiejczuk ,L/W
Magomed Mustafaev  vs. Rafael Fiziev ,W/L
Max Holloway  vs. Dustin Poirier ,L/W
Kelvin Gastelum  vs. Israel Adesanya ,L/W
Eryk Anders  vs. Khalil Rountree Jr. ,L/W
Alan Jouban  vs. Dwight Grant ,L/W
Ovince Saint Preux  vs. Nikita Krylov ,L/W
Jalin Turner  vs. Matt Frevola ,L/W
Wilson Reis  vs. Alexandre Pantoja ,L/W
Max Griffin  vs. Zelim Imadaev ,W/L
Boston Salmon  vs. Khalid Taha ,L/W
Curtis Millender  vs. Belal Muhammad ,L/W
Montel Jackson  vs. Andre Soukhamthath ,W/L
Lauren Mueller  vs. Poliana Botelho ,L/W
Brandon Davis  vs. Randy Costa ,W/L
Edson Barboza  vs. Justin Gaethje ,L/W
David Branch  vs. Jack Hermansson ,L/W
Josh Emmett  vs. Michael Johnson ,W/L
Karolina Kowalkiewicz  vs. Michelle Waterson ,L/W
Kennedy Nzechukwu  vs. Paul Craig ,L/W
Sodiq Yusuff  vs. Sheymon Moraes ,W/L
Marina Rodriguez  vs. Jessica Aguilar ,W/L
Ross Pearson  vs. Desmond Green ,L/W
Enrique Barzola  vs. Kevin Aguilar ,L/W
Kevin Holland  vs. Gerald Meerschaert ,W/L
Ray Borg  vs. Casey Kenney ,L/W
Sabina Mazo  vs. Maryna Moroz ,L/W
Alex Perez  vs. Mark De La Rosa ,W/L
Stephen Thompson  vs. Anthony Pettis ,L/W
Curtis Blaydes  vs. Justin Willis ,W/L
John Makdessi  vs. Jesus Pinedo ,W/L
Jussier Formiga  vs. Deiveson Figueiredo ,W/L
Luis Pena  vs. Steven Peterson ,W/L
Maycee Barber  vs. JJ Aldrich ,W/L
Bryce Mitchell  vs. Bobby Moffett ,W/L
Marlon Vera  vs. Frankie Saenz ,W/L
Alexis Davis  vs. Jennifer Maia ,L/W
Randa Markos  vs. Angela Hill ,W/L
Ryan MacDonald  vs. Chris Gutierrez ,L/W
Eric Shelton  vs. Jordan Espinosa ,L/W
Darren Till  vs. Jorge Masvidal ,L/W
Leon Edwards  vs. Gunnar Nelson ,W/L
Volkan Oezdemir  vs. Dominick Reyes ,L/W
Nathaniel Wood  vs. Jose Quinonez ,W/L
Danny Roberts  vs. Claudio Silva ,L/W
Jack Marshman  vs. John Phillips ,W/L
Arnold Allen  vs. Jordan Rinaldi ,W/L
Marc Diakiese  vs. Joe Duffy ,W/L
Nicolae Negumereanu  vs. Saparbeg Safarov ,L/W
Danny Henry  vs. Dan Ige ,L/W
Molly McCann  vs. Priscila Cachoeira ,W/L
Mike Grundy  vs. Nad Narimani ,W/L
Derrick Lewis  vs. Junior Dos Santos ,L/W
Elizeu Zaleski dos Santos  vs. Curtis Millender ,W/L
Tim Means  vs. Niko Price ,L/W
Blagoy Ivanov  vs. Ben Rothwell ,W/L
Beneil Dariush  vs. Drew Dober ,W/L
Tim Boetsch  vs. Omari Akhmedov ,L/W
Anthony Rocco Martin  vs. Sergio Moraes ,W/L
Marion Reneau  vs. Yana Kunitskaya ,L/W
Grant Dawson  vs. Julian Erosa ,W/L
Maurice Greene  vs. Jeff Hughes ,W/L
Louis Smolka  vs. Matt Schnell ,L/W
Alex Morono  vs. Zak Ottow ,W/L
Alex White  vs. Dan Moret ,W/L
Jon Jones  vs. Anthony Smith ,W/L
Tyron Woodley  vs. Kamaru Usman ,L/W
Robbie Lawler  vs. Ben Askren ,L/W
Tecia Torres  vs. Zhang Weili ,L/W
Cody Garbrandt  vs. Pedro Munhoz ,L/W
Jeremy Stephens  vs. Zabit Magomedsharipov ,L/W
Misha Cirkunov  vs. Johnny Walker ,L/W
Cody Stamann  vs. Alejandro Perez ,W/L
Diego Sanchez  vs. Mickey Gall ,W/L
Edmen Shahbazyan  vs. Charles Byrd ,W/L
Gina Mazany  vs. Macy Chiasson ,L/W
Polyana Viana  vs. Hannah Cifers ,L/W
Jan Blachowicz  vs. Thiago Santos ,L/W
Stefan Struve  vs. Marcos Rogerio de Lima ,W/L
Gian Villante  vs. Michal Oleksiejczuk ,L/W
Liz Carmouche  vs. Lucie Pudilova ,W/L
John Dodson  vs. Petr Yan ,L/W
Magomed Ankalaev  vs. Klidson Abreu ,W/L
Dwight Grant  vs. Carlo Pedersoli Jr. ,W/L
Daniel Teymur  vs. Chris Fishgold ,L/W
Veronica Macedo  vs. Gillian Robertson ,L/W
Damir Hadzovic  vs. Marco Polo Reyes ,W/L
Michel Prazeres  vs. Ismail Naurdiev ,L/W
Rustam Khabilov  vs. Diego Ferreira ,L/W
Damir Ismagulov  vs. Joel Alvarez ,W/L
Francis Ngannou  vs. Cain Velasquez ,W/L
James Vick  vs. Paul Felder ,L/W
Cortney Casey  vs. Cynthia Calvillo ,L/W
Alex Caceres  vs. Kron Gracie ,L/W
Vicente Luque  vs. Bryan Barberena ,W/L
Andre Fili  vs. Myles Jury ,W/L
Jimmie Rivera  vs. Aljamain Sterling ,L/W
Benito Lopez  vs. Manny Bermudez ,L/W
Ashlee Evans-Smith  vs. Andrea Lee ,L/W
Scott Holtzman  vs. Nik Lentz ,L/W
Renan Barao  vs. Luke Sanders ,L/W
Aleksandra Albu  vs. Emily Whitmire ,L/W
Israel Adesanya  vs. Anderson Silva ,W/L
Lando Vannata  vs. Marcos Mariano ,W/L
Rani Yahya  vs. Ricky Simon ,L/W
Montana De La Rosa  vs. Nadia Kassem ,W/L
Jimmy Crute  vs. Sam Alvey ,W/L
Devonte Smith  vs. Dong Hyun Ma ,W/L
Shane Young  vs. Austin Arnett ,W/L
Kai Kara-France  vs. Raulian Paiva ,W/L
Teruto Ishihara  vs. Kyung Ho Kang ,L/W
Callan Potter  vs. Jalin Turner ,L/W
Wuliji Buren  vs. Jonathan Martinez ,L/W
Raphael Assuncao  vs. Marlon Moraes ,L/W
Jose Aldo  vs. Renato Moicano ,W/L
Demian Maia  vs. Lyman Good ,W/L
Charles Oliveira  vs. David Teymur ,W/L
Johnny Walker  vs. Justin Ledet ,W/L
Livinha Souza  vs. Sarah Frota ,W/L
Markus Perez  vs. Anthony Hernandez ,W/L
Mara Romero Borella  vs. Taila Santos ,W/L
Thiago Alves  vs. Max Griffin ,W/L
Junior Albini  vs. Jairzinho Rozenstruik ,L/W
Geraldo de Freitas  vs. Felipe Colares ,W/L
Ricardo Ramos  vs. Said Nurmagomedov ,L/W
Bibulatov Magomed  vs. Rogerio Bontorin ,L/W
Henry Cejudo  vs. TJ Dillashaw ,W/L
Greg Hardy  vs. Allen Crowder ,L/W
Gregor Gillespie  vs. Yancy Medeiros ,W/L
Joseph Benavidez  vs. Dustin Ortiz ,W/L
Paige VanZant  vs. Rachael Ostovich ,W/L
Glover Teixeira  vs. Karl Roberson ,W/L
Alexander Hernandez  vs. Donald Cerrone ,L/W
Joanne Wood  vs. Ariane Lipski ,W/L
Alonzo Menifield  vs. Vinicius Moreira ,W/L
Cory Sandhagen  vs. Mario Bautista ,W/L
Dennis Bermudez  vs. Te Edwards ,W/L
Belal Muhammad  vs. Geoff Neal ,L/W
Kyle Stewart  vs. Chance Rencountre ,L/W
Jon Jones  vs. Alexander Gustafsson ,W/L
Cristiane Justino  vs. Amanda Nunes ,L/W
Carlos Condit  vs. Michael Chiesa ,L/W
Ilir Latifi  vs. Corey Anderson ,L/W
Chad Mendes  vs. Alexander Volkanovski ,L/W
Andrei Arlovski  vs. Walt Harris ,NC/NC
Cat Zingano  vs. Megan Anderson ,L/W
Douglas Silva de Andrade  vs. Petr Yan ,L/W
BJ Penn  vs. Ryan Hall ,L/W
Nathaniel Wood  vs. Andre Ewell ,W/L
Uriah Hall  vs. Bevon Lewis ,W/L
Curtis Millender  vs. Siyar Bahadurzada ,W/L
Brian Kelleher  vs. Montel Jackson ,L/W
Kevin Lee  vs. Al Iaquinta ,L/W
Edson Barboza  vs. Dan Hooker ,W/L
Rob Font  vs. Sergio Pettis ,W/L
Jim Miller  vs. Charles Oliveira ,L/W
Zak Ottow  vs. Dwight Grant ,W/L
Bobby Green  vs. Drakkar Klose ,L/W
Jared Gordon  vs. Joaquim Silva ,L/W
Gerald Meerschaert  vs. Jack Hermansson ,L/W
Trevor Smith  vs. Zak Cummings ,L/W
Dan Ige  vs. Jordan Griffin ,W/L
Adam Milstead  vs. Mike Rodriguez ,L/W
Chris de la Rocha  vs. Juan Adams ,L/W
Max Holloway  vs. Brian Ortega ,W/L
Valentina Shevchenko  vs. Joanna Jedrzejczyk ,W/L
Alex Oliveira  vs. Gunnar Nelson ,L/W
Hakeem Dawodu  vs. Kyle Bochniak ,W/L
Jimi Manuwa  vs. Thiago Santos ,L/W
Claudia Gadelha  vs. Nina Nunes ,L/W
Olivier Aubin-Mercier  vs. Gilbert Burns ,L/W
Katlyn Chookagian  vs. Jessica Eye ,L/W
Elias Theodorou  vs. Eryk Anders ,W/L
Brad Katona  vs. Matthew Lopez ,W/L
Chad Laprise  vs. Dhiego Lima ,L/W
Diego Ferreira  vs. Kyle Nelson ,W/L
Devin Clark  vs. Aleksandar Rakic ,L/W
Junior Dos Santos  vs. Tai Tuivasa ,W/L
Mauricio Rua  vs. Tyson Pedro ,W/L
Mark Hunt  vs. Justin Willis ,L/W
Jake Matthews  vs. Anthony Rocco Martin ,L/W
Suman Mokhtarian  vs. Sodiq Yusuff ,L/W
Jimmy Crute  vs. Paul Craig ,W/L
Yushin Okami  vs. Aleksei Kunchenko ,L/W
Wilson Reis  vs. Ben Nguyen ,W/L
Keita Nakamura  vs. Salim Touahri ,W/L
Elias Garcia  vs. Kai Kara-France ,L/W
Mizuto Hirota  vs. Christos Giagos ,L/W
Alex Gorgees  vs. Damir Ismagulov ,L/W
Rafael Dos Anjos  vs. Kamaru Usman ,L/W
Juan Espino  vs. Justin Frazier ,W/L
Pannie Kianzad  vs. Macy Chiasson ,L/W
Pedro Munhoz  vs. Bryan Caraway ,W/L
Darren Stewart  vs. Edmen Shahbazyan ,L/W
Ji Yeon Kim  vs. Antonina Shevchenko ,L/W
Ricky Glenn  vs. Kevin Aguilar ,L/W
Joseph Benavidez  vs. Alex Perez ,W/L
Maurice Greene  vs. Michel Batista ,W/L
Julija Stoliarenko  vs. Leah Letson ,L/W
Roosevelt Roberts  vs. Darrell Horcher ,W/L
Tim Means  vs. Ricky Rainey ,W/L
Raoni Barcelos  vs. Chris Gutierrez ,W/L
Curtis Blaydes  vs. Francis Ngannou ,L/W
Alistair Overeem  vs. Sergei Pavlovich ,W/L
Song Yadong  vs. Vince Morales ,W/L
Li Jingliang  vs. David Zawada ,W/L
Song Kenan  vs. Alex Morono ,L/W
Wu Yanan  vs. Lauren Mueller ,W/L
Hu Yaozong  vs. Rashad Coulter ,L/W
Zhang Weili  vs. Jessica Aguilar ,W/L
Pingyuan Liu  vs. Martin Day ,W/L
Yan Xiaonan  vs. Syuri Kondo ,W/L
Kevin Holland  vs. John Phillips ,W/L
 Sumudaerji  vs. Louis Smolka ,L/W
Neil Magny  vs. Santiago Ponzinibbio ,L/W
Ricardo Lamas  vs. Darren Elkins ,W/L
Khalil Rountree Jr.  vs. Johnny Walker ,L/W
Cezar Ferreira  vs. Ian Heinisch ,L/W
Guido Cannetti  vs. Marlon Vera ,L/W
Cynthia Calvillo  vs. Poliana Botelho ,W/L
Michel Prazeres  vs. Bartosz Fabinski ,W/L
Alexandre Pantoja  vs. Yuta Sasaki ,W/L
Humberto Bandenay  vs. Austin Arnett ,L/W
Laureano Staropoli  vs. Hector Aldana ,W/L
Devin Powell  vs. Jesus Pinedo ,L/W
Nad Narimani  vs. Anderson Dos Santos ,W/L
Chan Sung Jung  vs. Yair Rodriguez ,L/W
Donald Cerrone  vs. Mike Perry ,W/L
Raquel Pennington  vs. Germaine de Randamie ,L/W
Beneil Dariush  vs. Thiago Moises ,W/L
Maycee Barber  vs. Hannah Cifers ,W/L
Michael Trizano  vs. Luis Pena ,W/L
Ashley Yoder  vs. Amanda Cooper ,W/L
Chas Skelly  vs. Bobby Moffett ,NC/NC
Davi Ramos  vs. John Gunther ,W/L
Devonte Smith  vs. Julian Erosa ,W/L
Joseph Morales  vs. Eric Shelton ,L/W
Mark De La Rosa  vs. Joby Sanchez ,W/L
Daniel Cormier  vs. Derrick Lewis ,W/L
Chris Weidman  vs. Jacare Souza ,L/W
David Branch  vs. Jared Cannonier ,L/W
Karl Roberson  vs. Jack Marshman ,W/L
Derek Brunson  vs. Israel Adesanya ,L/W
Jason Knight  vs. Jordan Rinaldi ,L/W
Sijara Eubanks  vs. Roxanne Modafferi ,W/L
Julio Arce  vs. Sheymon Moraes ,L/W
Lyman Good  vs. Ben Saunders ,W/L
Matt Frevola  vs. Lando Vannata ,D/D
Shane Burgos  vs. Kurt Holobaugh ,W/L
Adam Wieczorek  vs. Marcos Rogerio de Lima ,L/W
Volkan Oezdemir  vs. Anthony Smith ,L/W
Michael Johnson  vs. Artem Lobov ,W/L
Misha Cirkunov  vs. Patrick Cummins ,W/L
Andre Soukhamthath  vs. Jonathan Martinez ,W/L
Gian Villante  vs. Ed Herman ,W/L
Alex Garcia  vs. Court McGee ,L/W
Nordine Taleb  vs. Sean Strickland ,L/W
Thibault Gouti  vs. Nasrat Haqparast ,L/W
Calvin Kattar  vs. Chris Fishgold ,W/L
Sarah Moras  vs. Talita Bernardo ,L/W
Te Edwards  vs. Don Madge ,L/W
Arjan Bhullar  vs. Marcelo Golm ,W/L
Stevie Ray  vs. Jessin Ayari ,W/L
Khabib Nurmagomedov  vs. Conor McGregor ,W/L
Tony Ferguson  vs. Anthony Pettis ,W/L
Ovince Saint Preux  vs. Dominick Reyes ,L/W
Derrick Lewis  vs. Alexander Volkov ,W/L
Michelle Waterson  vs. Felice Herrig ,W/L
Sergio Pettis  vs. Jussier Formiga ,L/W
Vicente Luque  vs. Jalin Turner ,W/L
Aspen Ladd  vs. Tonya Evinger ,W/L
Scott Holtzman  vs. Alan Patrick ,W/L
Lina Lansberg  vs. Yana Kunitskaya ,L/W
Gray Maynard  vs. Nik Lentz ,L/W
Ryan LaFlare  vs. Anthony Rocco Martin ,L/W
Thiago Santos  vs. Eryk Anders ,W/L
Alex Oliveira  vs. Carlo Pedersoli Jr. ,W/L
Sam Alvey  vs. Rogerio Nogueira ,L/W
Renan Barao  vs. Andre Ewell ,L/W
Randa Markos  vs. Marina Rodriguez ,D/D
Charles Oliveira  vs. Christos Giagos ,W/L
Francisco Trinaldo  vs. Evan Dunham ,W/L
Luis Henrique  vs. Ryan Spann ,L/W
Augusto Sakai  vs. Chase Sherman ,W/L
Sergio Moraes  vs. Ben Saunders ,W/L
Mayra Bueno Silva  vs. Gillian Robertson ,W/L
Thales Leites  vs. Hector Lombard ,W/L
Elizeu Zaleski dos Santos  vs. Luigi Vendramini ,W/L
Livinha Souza  vs. Alex Chambers ,W/L
Mark Hunt  vs. Aleksei Oleinik ,L/W
Jan Blachowicz  vs. Nikita Krylov ,W/L
Andrei Arlovski  vs. Shamil Abdurakhimov ,L/W
Aleksei Kunchenko  vs. Thiago Alves ,W/L
Khalid Murtazaliev  vs. CB Dollaway ,W/L
Petr Yan  vs. Jin Soo Son ,W/L
Rustam Khabilov  vs. Kajan Johnson ,W/L
Mairbek Taisumov  vs. Desmond Green ,W/L
Magomed Ankalaev  vs. Marcin Prachnio ,W/L
Adam Yandiev  vs. Jordan Johnson ,L/W
Ramazan Emeev  vs. Stefan Sekulic ,W/L
Merab Dvalishvili  vs. Terrion Ware ,W/L
Tyron Woodley  vs. Darren Till ,W/L
Jessica Andrade  vs. Karolina Kowalkiewicz ,W/L
Zabit Magomedsharipov  vs. Brandon Davis ,W/L
Jimmie Rivera  vs. John Dodson ,W/L
Abdul Razak Alhassan  vs. Niko Price ,W/L
Carla Esparza  vs. Tatiana Suarez ,L/W
Aljamain Sterling  vs. Cody Stamann ,W/L
Geoff Neal  vs. Frank Camacho ,W/L
Charles Byrd  vs. Darren Stewart ,L/W
Diego Sanchez  vs. Craig White ,W/L
Jim Miller  vs. Alex White ,W/L
Irene Aldana  vs. Lucie Pudilova ,W/L
Robert Sanchez  vs. Jarred Brooks ,L/W
Justin Gaethje  vs. James Vick ,W/L
Michael Johnson  vs. Andre Fili ,W/L
Cortney Casey  vs. Angela Hill ,W/L
Jake Ellenberger  vs. Bryan Barberena ,L/W
John Moraga  vs. Deiveson Figueiredo ,L/W
Eryk Anders  vs. Tim Williams ,W/L
James Krause  vs. Warlley Alves ,W/L
Cory Sandhagen  vs. Iuri Alcantara ,W/L
Andrew Sanchez  vs. Markus Perez ,W/L
Mickey Gall  vs. George Sullivan ,W/L
Joanne Wood  vs. Kalindra Faria ,W/L
Drew Dober  vs. Jon Tuck ,W/L
Rani Yahya  vs. Luke Sanders ,W/L
TJ Dillashaw  vs. Cody Garbrandt ,W/L
Demetrious Johnson  vs. Henry Cejudo ,L/W
Cub Swanson  vs. Renato Moicano ,L/W
Polyana Viana  vs. JJ Aldrich ,L/W
Thiago Santos  vs. Kevin Holland ,W/L
Pedro Munhoz  vs. Brett Johns ,W/L
Ricky Simon  vs. Montel Jackson ,W/L
Ricardo Ramos  vs. Kyung Ho Kang ,W/L
Matt Sayles  vs. Sheymon Moraes ,L/W
Alex Perez  vs. Jose Torres ,W/L
Danielle Taylor  vs. Zhang Weili ,L/W
Marlon Vera  vs. Wuliji Buren ,W/L
Eddie Alvarez  vs. Dustin Poirier ,L/W
Jose Aldo  vs. Jeremy Stephens ,W/L
Joanna Jedrzejczyk  vs. Tecia Torres ,W/L
Alexander Hernandez  vs. Olivier Aubin-Mercier ,W/L
Jordan Mein  vs. Alex Morono ,W/L
Hakeem Dawodu  vs. Austin Arnett ,W/L
Kajan Johnson  vs. Islam Makhachev ,L/W
Gadzhimurad Antigulov  vs. Ion Cutelaba ,L/W
John Makdessi  vs. Ross Pearson ,W/L
Alexis Davis  vs. Katlyn Chookagian ,L/W
Dustin Ortiz  vs. Matheus Nicolau ,W/L
Randa Markos  vs. Nina Nunes ,L/W
Devin Powell  vs. Alvaro Herrera Mendoza ,W/L
Mauricio Rua  vs. Anthony Smith ,L/W
Glover Teixeira  vs. Corey Anderson ,L/W
Vitor Miranda  vs. Abu Azaitar ,L/W
Marcin Tybura  vs. Stefan Struve ,W/L
Danny Roberts  vs. David Zawada ,W/L
Nasrat Haqparast  vs. Marc Diakiese ,W/L
Nick Hein  vs. Damir Hadzovic ,L/W
Emil Meek  vs. Bartosz Fabinski ,L/W
Khalid Taha  vs. Nad Narimani ,L/W
Justin Ledet  vs. Aleksandar Rakic ,L/W
Davey Grant  vs. Manny Bermudez ,L/W
Jeremy Kimball  vs. Darko Stosic ,L/W
Damian Stasiak  vs. Pingyuan Liu ,L/W
Junior Dos Santos  vs. Blagoy Ivanov ,W/L
Sage Northcutt  vs. Zak Ottow ,W/L
Dennis Bermudez  vs. Ricky Glenn ,L/W
Randy Brown  vs. Niko Price ,L/W
Myles Jury  vs. Chad Mendes ,L/W
Cat Zingano  vs. Marion Reneau ,W/L
Eddie Wineland  vs. Alejandro Perez ,L/W
Darren Elkins  vs. Alexander Volkanovski ,L/W
Justin Scoggins  vs. Said Nurmagomedov ,L/W
Kurt Holobaugh  vs. Raoni Barcelos ,L/W
Liz Carmouche  vs. Jennifer Maia ,W/L
Mark De La Rosa  vs. Elias Garcia ,W/L
Jessica Aguilar  vs. Jodie Esquibel ,W/L
Stipe Miocic  vs. Daniel Cormier ,L/W
Francis Ngannou  vs. Derrick Lewis ,L/W
Paul Felder  vs. Mike Perry ,L/W
Michael Chiesa  vs. Anthony Pettis ,L/W
Gokhan Saki  vs. Khalil Rountree Jr. ,L/W
Uriah Hall  vs. Paulo Costa ,L/W
Raphael Assuncao  vs. Rob Font ,W/L
Lando Vannata  vs. Drakkar Klose ,L/W
Curtis Millender  vs. Max Griffin ,W/L
Dan Hooker  vs. Gilbert Burns ,W/L
Jamie Moyle  vs. Emily Whitmire ,L/W
Brad Tavares  vs. Israel Adesanya ,L/W
Michael Trizano  vs. Joe Giannetti ,W/L
Jay Cucciniello  vs. Brad Katona ,L/W
Alex Caceres  vs. Martin Bravo ,W/L
Roxanne Modafferi  vs. Barb Honchak ,W/L
Alessio Di Chirico  vs. Julian Marquez ,W/L
Montana De La Rosa  vs. Rachael Ostovich ,W/L
Luis Pena  vs. Richie Smullen ,W/L
John Gunther  vs. Allan Zuniga ,W/L
Tyler Diamond  vs. Bryce Mitchell ,L/W
Matt Bessette  vs. Steven Peterson ,L/W
Gerald Meerschaert  vs. Oskar Piechota ,W/L
Donald Cerrone  vs. Leon Edwards ,L/W
Ovince Saint Preux  vs. Tyson Pedro ,W/L
Jessica-Rose Clark  vs. Jessica Eye ,L/W
Li Jingliang  vs. Daichi Abe ,W/L
Teruto Ishihara  vs. Petr Yan ,L/W
Felipe Arantes  vs. Song Yadong ,L/W
Rolando Dy  vs. Shane Young ,L/W
Song Kenan  vs. Hector Aldana ,W/L
Shinsho Anzai  vs. Jake Matthews ,L/W
Viviane Pereira  vs. Yan Xiaonan ,L/W
Matt Schnell  vs. Naoki Inoue ,W/L
Jenel Lausa  vs. Yuta Sasaki ,L/W
Ji Yeon Kim  vs. Melinda Fabian ,W/L
Robert Whittaker  vs. Yoel Romero ,W/L
Rafael Dos Anjos  vs. Colby Covington ,L/W
Holly Holm  vs. Megan Anderson ,W/L
Andrei Arlovski  vs. Tai Tuivasa ,L/W
CM Punk  vs. Mike Jackson ,NC/NC
Alistair Overeem  vs. Curtis Blaydes ,L/W
Claudia Gadelha  vs. Carla Esparza ,W/L
Ricardo Lamas  vs. Mirsad Bektic ,L/W
Rashad Coulter  vs. Chris de la Rocha ,L/W
Rashad Evans  vs. Anthony Smith ,L/W
Joseph Benavidez  vs. Sergio Pettis ,L/W
Clay Guida  vs. Charles Oliveira ,L/W
Mike Santiago  vs. Dan Ige ,L/W
Jimmie Rivera  vs. Marlon Moraes ,L/W
Gregor Gillespie  vs. Vinc Pichel ,W/L
Walt Harris  vs. Daniel Spitz ,W/L
Jake Ellenberger  vs. Ben Saunders ,L/W
Julio Arce  vs. Daniel Teymur ,W/L
Gian Villante  vs. Sam Alvey ,L/W
Sijara Eubanks  vs. Lauren Murphy ,W/L
Nik Lentz  vs. David Teymur ,L/W
Belal Muhammad  vs. Chance Rencountre ,W/L
Desmond Green  vs. Gleison Tibau ,W/L
Johnny Eduardo  vs. Nathaniel Wood ,L/W
Jarred Brooks  vs. Jose Torres ,L/W
Stephen Thompson  vs. Darren Till ,L/W
Neil Magny  vs. Craig White ,W/L
Arnold Allen  vs. Mads Burnell ,W/L
Jason Knight  vs. Makwan Amirkhani ,L/W
Claudio Silva  vs. Nordine Taleb ,W/L
Eric Spicely  vs. Darren Stewart ,L/W
Daniel Kelly  vs. Tom Breese ,L/W
Lina Lansberg  vs. Gina Mazany ,W/L
Brad Scott  vs. Carlo Pedersoli Jr. ,L/W
Gillian Robertson  vs. Molly McCann ,W/L
Elias Theodorou  vs. Trevor Smith ,W/L
Demian Maia  vs. Kamaru Usman ,L/W
Alexa Grasso  vs. Tatiana Suarez ,L/W
Jared Cannonier  vs. Dominick Reyes ,L/W
Diego Rivas  vs. Guido Cannetti ,L/W
Veronica Macedo  vs. Andrea Lee ,L/W
Vicente Luque  vs. Chad Laprise ,W/L
Zak Cummings  vs. Michel Prazeres ,L/W
Brandon Moreno  vs. Alexandre Pantoja ,L/W
Poliana Botelho  vs. Syuri Kondo ,W/L
Gabriel Benitez  vs. Humberto Bandenay ,W/L
Enrique Barzola  vs. Brandon Davis ,W/L
Henry Briones  vs. Frankie Saenz ,L/W
Claudio Puelles  vs. Felipe Silva ,W/L
Amanda Nunes  vs. Raquel Pennington ,W/L
Jacare Souza  vs. Kelvin Gastelum ,L/W
Mackenzie Dern  vs. Amanda Cooper ,W/L
John Lineker  vs. Brian Kelleher ,W/L
Vitor Belfort  vs. Lyoto Machida ,L/W
Cezar Ferreira  vs. Karl Roberson ,W/L
Aleksei Oleinik  vs. Junior Albini ,W/L
Davi Ramos  vs. Nick Hein ,W/L
Elizeu Zaleski dos Santos  vs. Sean Strickland ,W/L
Warlley Alves  vs. Sultan Aliev ,W/L
Thales Leites  vs. Jack Hermansson ,L/W
Alberto Mina  vs. Ramazan Emeev ,L/W
Markus Perez  vs. James Bochnovic ,W/L
Edson Barboza  vs. Kevin Lee ,L/W
Frankie Edgar  vs. Cub Swanson ,W/L
